CATEGORY,PARENT,ADVERTISER,PRODUCT,TITLE,TAGLINE,REVISION,DESCRIPTION,LANGUAGE,MEDIA TYPE,LINK,ADSCOPE ID,CORE CREATIVE ID,CREATIVE ATTRIBUTE(S),LAST PERIOD AIRED,LENGTH/SIZE,MARKET1,PROGRAM,FIRST SEEN,UNITS,DOLS
"T118 Light Trucks, Asian Factory: Sls&Lsg",Honda Motor Co Ltd,Honda,Honda CR-V Hybrid : Asian Hybrid Crossover Utility Vehicle,It's the Best Selling One,,,"Tag of Honda is featured followed by text. M-Annc Fun to drive wherever you go."" He mentions about the first ever CR-V Hybrid with AWD standard. Text: [Best-Selling CUV Over the Last Decade] [Now Comes as a Hybrid] [The First-Ever CR-V Hybrid]""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22792666&mtid=1&ff=1,41426604.0,22792666,Green/Environmental=Y|New Product=Y|,2020-04-27,15,* NATIONAL,BIG BANG THEORY | MODERN FAMILY,2020-04-20,6,27148.0
G321 Quick Serve Restaurants,McDonalds Corp,McDonalds Restaurant,McDonalds Happy Meal : Kids Meal,Delivered Happy Meal,i'm lovin it,,Music & Text Only-No Words Spoken. Text is featured. Text: [We're delivering Happy Meals] [Because a Happy Meal makes a happy kid] [And a happy kid makes a happy parent],English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22691579&mtid=1&ff=1,41212945.0,22691579,,2020-04-06,15,* NATIONAL,BIG BANG THEORY,2020-03-23,3,26832.0
B129 Financial Products & Services NEC,Jackson Hewitt Tax Service Inc,Jackson Hewitt,Jackson Hewitt Tax & Financial : Consumer Tax Preparation Services,Switch & Get $100 13,,,No Description Available,English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22697026&mtid=1&ff=1,41213694.0,22697026,Non-Attributed Creative=Y|,2020-04-06,15,* NATIONAL,BIG BANG THEORY,2020-03-25,3,26832.0
D571 Smoking Deterrents,British American Tobacco Plc,Velo,Velo : Nicotine Pouches,Hassel Free Nicotine,,,"Text is featured. M-Annc This product contains nicotine."" He states Nicotine is an addictive chemical. Welcome to Velo. Its nicotine extracted from tobacco and put into the pouch. Which means no tobacco leaf no smoke  no accessories required. No limits. Text: [ No] [CHARGERS] [NO] [BATTERIES] [NO] [PODS] velo.com/nohassles""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22702789&mtid=1&ff=1,41223705.0,22702789,,2020-04-13,15,* NATIONAL,BIG BANG THEORY,2020-03-30,3,26832.0
"T119 Light Trucks, Eurpn&NEC Factory: Sls&Lsg",Daimler Ag,Mercedes Benz,Mercedes Benz GLA250 Leasing : European SUV : Sales Event,Start Enjoying Your Life/Text & Layout,,Now Text: [Spring Event] is featured. Website MBUSA.COM/SPECIALOFFERs is featured. Now the layout of the last frame has slightly changed.,"View of a train is featured. M-Annc Work now play later pay your dues climb the ladder."" He mentions that all your you've been told business first fun later. But why not let your dreams now? He mentions about the Mercedes-Benz Spring Event is here. With four models starting under $37000 you have to ask yourself why not now? Lease the 2020 GLA 250 SUV for $299 per month for 36 months with $3693 due at signing with $500 first month's payment. Text: [Offer Ends Soon] [Visit your local Mercedes-Benz Dealer] [for a test drive today.]""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22656849&mtid=1&ff=1,41133471.0,22656849,Sale=Y|Price Point=Y|,2020-03-16,30,* NATIONAL,MODERN FAMILY,2020-03-16,2,26593.0
B223 Wireless Telecom Providers,AT&T Inc,Cricket,Cricket Communications : Pre-Paid Wireless Service,Help You to Stay Connected,Your're on Cricket,,"Woman is featured. Cathleen Hi welcome to Cricket."" Various people are featured. Text: [Community is our most powerful network] [Essential stores are open] [Find your at criecketwireless.com] F-Annc states they are here to help you stay connected.""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22790264&mtid=1&ff=1,41420958.0,22790264,COVID19 Related=Y|,2020-05-11,15,* NATIONAL,BIG BANG THEORY | EMPIRE,2020-04-19,21,26470.0
V376 Home Centers & Hardware Stores,Home Depot Inc,Home Depot,Home Depot Home Center : Online,Get Free Delivery,How doers get more done.,,"A man is featured. M-Annc Every home has things it needs."" He states things that need to be fixed or fixed up. They have online order free delivery and the low prices to help you get it done.""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22890982&mtid=1&ff=1,41641514.0,22890982,,2020-05-18,15,* NATIONAL,MODERN FAMILY,2020-05-14,4,26240.0
G810 Colleges & Universities,Apollo Education Group Inc,University Of Phoenix,University Of Phoenix : College/University,True Life Story 24,,,No Description Available,English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22255060&mtid=1&ff=1,40340896.0,22255060,Non-Attributed Creative=Y|,2020-05-11,30,* NATIONAL,MODERN FAMILY,2020-04-21,2,26238.0
"T115 Cars&Lt Trucks, Asian Factory: Sls&Lsg",Kia Motors Corp,Kia,KIA : General Promotion - Asian Autos & Trucks,Accelerate the Good Program,Give It Everything,,"An aerial view of a car over a bridge is featured. Man We've been making cars for America for twenty-five years."" He states building one of the best warranties anywhere and capturing first place in initial quality for half a decade. They never backed down from a challenge and won't now. He introduces Kia's Accelerate the Good Program where they are pushing payments way down the road for new buyers helping current owners keep the car that they have and providing other customer care programs. Text: [120 DAYS] [UNTIL FIRST PAYMENT] [FOR ALL OF AMERICA] [PLUS] [0% APR] [FOR 75 MONTHS] [FOR WELL-QUALIFIED BUYERS] He states no one company simply can beat this thing but together we are unstoppable.""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22782835&mtid=1&ff=1,41418146.0,22782835,Corporate Image=Y|Loyalty/Rewards=Y|COVID19 Related=Y|,2020-05-18,30,* NATIONAL,MODERN FAMILY,2020-05-15,2,26238.0
"F311 Milk,Butter,Cream,Eggs,Yogurt&Sour Cream",A2 Milk Co Ltd,A2,A2 : Milk,"Milk Gives Every Energy/Scene, Audio, Package",Love Milk Again,Woman mentions she is so happy she found it. Different package is featured. F-Annc no longer featured. Background music is differerent.,"A woman is featured at a kitchen. Woman For years I thought I was lactose intolerant."" She states turns out she was sensitive to approaching common like .. and milk. Now with A2 milk she can finally enjoy cereal again. People are featured sharing views about A2 milk. F-Annc states real milk that's naturally easy to digest. Text: [AVAILABLE AT] [WHERE SHOPPING IS A PLEASURE] Tag of Publix is featured. a2milk.com""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22820044&mtid=1&ff=1,41486523.0,22820044,Co-Op=Y|,2020-04-27,30,* NATIONAL,MODERN FAMILY,2020-04-27,2,26238.0
"D181 Women's Scents, Fragrances, Perfumes",L'Oreal Sa,Lancome,Lancome La Vie Est Belle : Women's Fragrance,J. Roberts Endorsement 269,,,No Description Available,English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22849691&mtid=1&ff=1,41549774.0,22849691,Non-Attributed Creative=Y|,2020-05-04,30,* NATIONAL,MODERN FAMILY,2020-05-05,2,26238.0
V359 Retailers: Comb Copy & NEC,ETSY INC,Etsy Shop,Etsy Shop : Online,Selection Overview 16,,,No Description Available,English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22867264&mtid=1&ff=1,41588107.0,22867264,Non-Attributed Creative=Y|,2020-05-25,30,* NATIONAL,MODERN FAMILY,2020-05-08,2,26238.0
"T113 Cars, European & NEC Factory: Sls & Lsg",Daimler Ag,Mercedes Benz,Mercedes Benz Autos : Corporate Promotion,It's Doing a Lot in Hard Times,,,first audio - What it feels as though the world has stopped and life has been put on hold.,English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22876492&mtid=1&ff=1,41608057.0,22876492,,2020-05-11,60,* NATIONAL,MODERN FAMILY,2020-05-10,1,26238.0
B323 Public Service Ann (Non-Pd MW Only),Public Service Announcement,NBC/The More You Know/PSA,NBC/The More You Know/PSA : Public Service Announcement,No Title Assigned - #22929326,,,No Description Available,English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22929326&mtid=1&ff=1,41716407.0,22929326,Non-Attributed Creative=Y|,2020-05-18,30,* NATIONAL,MODERN FAMILY,2020-05-23,2,26238.0
H532 Pre-Recorded Video,Comcast Corp,High Note,High Note : Video,Watch the Movie Now,,,"Tag is featured along with text and few women dancing on the stage. Text: [WATCH AT HOME NOW] M-Annc Now."" Various scenes from the movie is featured. M-Annc states only one movie will make you sing dance and laugh. Watch the movie which is rated PG 13 and the world premiere is in your home now. Text: [AT HOME ON DEMAND] WATCHTHEHIGHNOTE.COM""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22951065&mtid=1&ff=1,41765626.0,22951065,On Demand=Y|,2020-05-25,20,* NATIONAL,MODERN FAMILY,2020-05-29,2,26238.0
H631 Paint,Sherwin-Williams Co,Valspar,Valspar Signature : Paint,Get for the Right Deal,,,Paint is featured along with text. Text: [WHEN A=MATTERS] [IF IT MATTERS WE'RE ON IT] [OFFICIAL PAINT  OF THE PGA TOUR],English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22660429&mtid=1&ff=1,41145419.0,22660429,Sponsorship=Y|,2020-03-30,30,* NATIONAL,MODERN FAMILY,2020-03-17,4,26158.0
B660 Motion Pictures,Comcast Corp,Universal Pictures,Invisible Man : Movie,Feeling the Presence of Evil Force,,,No Description Available,English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22683570&mtid=1&ff=1,41188212.0,22683570,,2020-03-23,20,* NATIONAL,MODERN FAMILY,2020-03-21,3,26085.0
G322 Pizza Restaurants & Delivery Services,Ilitch Holdings Inc,Little Caesars Pizza Restaurant,Little Caesars Pizza Restaurant : Online,All This Week,pizza! pizza!,,"A pianist is featured in front of a house with a piano and a delivery man is also featured. M-Annc Get free delivery all this week March 16th through the 22nd with online orders of $10 or more at LITTLECASERS.COM."" Text: [This week only!] [ONLINE ONLY] LITTLECAESARS.COM""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22656684&mtid=1&ff=1,41133365.0,22656684,Animated=Y|Mascot=Y|,2020-03-16,15,* NATIONAL,BIG BANG THEORY | MODERN FAMILY,2020-03-16,4,25826.0
B121 Banking (Consumer),JP Morgan Chase & Co,Chase,Chase Bank : Consumer Mobile Banking & Consumer Online Banking,Time for Auto Save,MAKE MORE OF WHAT'S YOURS,,"A woman is featured sipping a mocktail. F-Annc Wherever we want to go auto save your way there with Chase."" chase.com/banking""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22355923&mtid=1&ff=1,40524112.0,22355923,,2020-03-09,15,* NATIONAL,BIG BANG THEORY,2020-03-14,2,25694.0
F612 Light & Low Alcohol Beer & Ale,Molson Coors Brewing Co,Miller,Miller Lite Beer : Corporate Public Service Announcement,Donation Solicitation,,,No Description Available,English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22703199&mtid=1&ff=1,41224511.0,22703199,Non-Attributed Creative=Y|,2020-04-06,15,* NATIONAL,BIG BANG THEORY,2020-03-28,3,25562.0
"F311 Milk,Butter,Cream,Eggs,Yogurt&Sour Cream",Nestle Sa,Coffee-Mate,Coffee-Mate Natural Bliss : Liquid Creamer,Made with Farm Fresh Milk,keep it real. make it simple.,,"Milk is featured being poured in a cup of tea. F-Annc What's the secret to Natural Bliss?"" She states that they choose perfect simple ingredients. Farm fresh milk and cream pure cane sugar and Madagascar vanilla. Woman mentions that's one tasty secret.""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22705823&mtid=1&ff=1,41229610.0,22705823,,2020-05-11,15,* NATIONAL,BIG BANG THEORY,2020-03-30,3,25127.0
G930 Corporate Advertising NEC,Bayer AG Group,Bayer,Bayer Corp : Corporate Promotion,Get the Better Life,Science for a better life,,"A man is featured. F-Annc At Bayer we make medicine like a leaf that provides long lasting pain relief."" She mentions so your can make your kid ready for the next adventure. At Bayer this is why we science.""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22736449&mtid=1&ff=1,41307294.0,22736449,,2020-05-04,15,* NATIONAL,BIG BANG THEORY,2020-04-06,3,25127.0
"G711 Garden Machinery, Implements & Fixtures",Ego Power Plus,Ego,Ego Power Plus : Weed Trimmer,Power Load Technology,POWER BEYOND BELIEF,,"Tag of Ego Power Plus is featured. M-Annc Meet the world's first self winding string trimmer."" He states the Ego Power Plus String Trimmer with power load technology. Feed the line push the button and get back to work. The Ego Power Plus String Trimmer with power load technology. Exclusively at Ego authorized dealer. Tags of The Home Depot and Ace Hardware Store are featured.""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22738360&mtid=1&ff=1,41311381.0,22738360,Co-Op=Y|,2020-05-18,15,* NATIONAL,BIG BANG THEORY,2020-04-07,3,25127.0
G930 Corporate Advertising NEC,Bayer AG Group,Bayer,Bayer Corp : Corporate Promotion,Get the Best from Science,Science for a better life,,"A baby is featured. F-Annc At Bayer we make one a day ... vitamins to support healthy baby development."" She mentions so that Michelle little bundle of joy can get the very best start in life. At Bayer this is why we science.""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22744263&mtid=1&ff=1,41324955.0,22744263,COVID19 Related=Y|,2020-05-04,15,* NATIONAL,BIG BANG THEORY,2020-04-06,3,25127.0
H362 Grills,Clorox Co,Kingsford,Kingsford Pro : Grill,Backyard Grilling,,,No Description Available,English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22781951&mtid=1&ff=1,41403241.0,22781951,Non-Attributed Creative=Y|,2020-05-18,15,* NATIONAL,BIG BANG THEORY,2020-04-17,3,25127.0
G322 Pizza Restaurants & Delivery Services,Yum Brands Inc,Pizza Hut Restaurant,Pizza Hut Big Dinner Box : Pizza Product,Curbside Pickup & Contactless Delivery/-$19.99,,$19.99 price is no longer featured. Legalese has changed at 00:08 seconds mark.,"Logo and text is featured. M-Annc Big day of closet organizing and jigsaw puzzling get Pizza Hut's Big Dinner Box."" He mentions two medium pizzas breadsticks and your choice of pasta or wings for only $19.99. He states choose contactless delivery or new curbside pickup. Text: [ORDER AT] [WE'RE OPEN] PIZZAHUT.COM""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22795319&mtid=1&ff=1,41430245.0,22795319,Direct Response=Y|Curbside Pickup=Y|COVID19 Related=Y|,2020-04-27,15,* NATIONAL,MODERN FAMILY | VOICE,2020-04-20,10,24861.0
V372 Home Furnishings Stores,Wayfair Llc,Wayfair.ca,Wayfair.ca : Online,More Ways to Renovate Your Home,,,No Description Available,English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22689133&mtid=1&ff=1,41198796.0,22689133,,2020-05-25,30,* NATIONAL,MODERN FAMILY,2020-03-23,3,24761.0
G324 Coffee & Donut Restaurants,Dunkin Brands Inc,Dunkin Donuts Restaurant,Dunkin Donuts Co : Corporate Promotion,We Thank You,,,"Text is featured. F-Annc Let's raise a cup."" She states that to the first among us who put themselves last. To the risk takers the mask makers the heroes on the front line and arm line. To the one's keeping shelves full and keeping us hopeful. To those who don't stop and those making all the stops. To the one's pick up stood up and never let us down. From all of us at Dunkin to all the heroes keeping everyone running we thank you.""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22795384&mtid=1&ff=1,41430330.0,22795384,COVID19 Related=Y|,2020-05-04,30,* NATIONAL,MODERN FAMILY,2020-04-20,3,24761.0
"T119 Light Trucks, Eurpn&NEC Factory: Sls&Lsg",Volkswagen Ag,Volkswagen,Volkswagen Atlas Cross Sport : European SUV,P. Giamatti: Drive Bigger,,,"Paul Giamatti is featured talking to a hotel receptionist. P. Giamatti I'm looking for my client."" He is featured talking to his client who bought a Volkswagen Atlas Cross Sport. Text: [Excessive where it matters] [The all-new] [Atlas CROSS SPORT] [Drive] [Bigger]""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22949017&mtid=1&ff=1,41760679.0,22949017,Celebrity=Y|Spokesperson=Y|New Product=Y|,2020-03-16,30,* NATIONAL,BIG BANG THEORY | MODERN FAMILY,2020-03-17,2,24043.0
"T114 Cars&Lt Trucks, Dmstc Factory: Sls&Lsg",Fiat Chrysler Automobiles NV,Chrysler,Chrysler Corp : General Promotion - Domestic Autos & Trucks,It's Got Great Storage,,,"Aerial shot of the Bridges Brooklyn and Manhattan in New York City is featured with Music from OneRepublic Better Days. M-Annc Together we can do this because  we are all one."" M-Annc states which is why if you need a vehicle during this time they are offering 0% financing for 84 months with no payments for 90 days. Chrysler Dodge Jeep and Ram Text: [DRIVE FORWARD]  driveforwardfca.com""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22714849&mtid=1&ff=1,41274574.0,22714849,,2020-04-27,15,* NATIONAL,MODERN FAMILY,2020-04-01,7,24026.0
